HIJOS;ACTIVIDAD_ECONOMICA;GRADO_APROBADO;HORAS_SEM_TRABAJA;GANANCIA_NETA;MUNICIPIO_NACIMIENTO;NIVEL_EDUCATIVO;ESTRATO_TARIFA;DEPARTAMENTO;SACTISFACCION_INGRESO;SACTISFACCION_SALUD;SACTISFACCION_TRABAJO;ESCALON_VIDA;MATERIAL_PISOS;MATERIAL_TECHO;ESTADO_CIVIL;NIVEL_EDUCACION_PADRE;NIVEL_EDUCACION_MADRE;EDAD
2;4711;5;15;150000;19100;3;1;19;3;7;6;3;6;3;1;1;1;44
3;5611;5;40;400000;19256;3;1;19;5;9;7;7;4;1;2;1;2;52
2;8610;11;8;;19450;5;1;19;99;8;9;9;6;3;2;1;1;37
3;5613;5;35;150000;;3;1;19;5;5;4;5;4;1;3;9;9;55
0;9609;5;40;300000;;3;2;63;7;6;7;7;5;2;1;1;1;61
1;4711;2;100;400000;5002;3;2;63;7;8;10;10;4;3;2;1;1;61
2;8121;5;36;350000;76041;3;2;63;5;8;3;7;4;3;4;9;1;48
3;123;7;40;;;4;2;63;10;5;10;8;4;3;2;10;10;55
2;4111;11;48;800000;76736;5;2;63;5;6;6;5;6;3;2;1;1;45
1;4111;5;48;;;3;2;63;6;10;10;7;6;3;3;10;10;54
5;210;5;40;880000;76122;3;2;63;9;10;9;7;4;3;2;3;10;45
0;4711;6;98;400000;66594;4;2;63;7;10;10;8;4;3;5;10;9;52
2;4663;1;48;;5209;7;2;63;6;9;9;8;4;3;2;2;1;37
1;1020;11;54;;63001;5;2;63;5;10;6;5;6;3;4;10;9;34
1;1410;11;48;;;5;2;63;7;7;2;8;4;3;2;1;1;36
3;1410;11;48;;;5;2;63;10;10;10;10;4;3;2;4;4;34
0;4781;4;30;400000;;3;1;63;10;10;10;10;6;3;6;1;10;59
2;1081;11;24;;19001;5;1;63;4;7;3;5;4;4;2;4;4;32
2;9700;8;36;420000;;4;1;63;5;8;5;5;6;3;4;2;1;35
2;3600;11;48;1200000;63001;5;1;63;7;9;9;8;4;4;6;1;1;24
1;4111;9;40;1600000;76828;4;2;63;10;10;10;8;4;3;6;2;2;60
1;123;2;50;;63001;3;1;63;4;9;7;7;6;2;2;10;1;49
0;4722;5;48;50000;;3;1;63;7;8;8;8;6;4;2;1;2;78
1;141;5;84;828116;66001;3;2;63;10;10;8;10;4;3;2;1;1;55
0;4620;11;40;800000;17001;5;1;63;3;10;7;10;6;3;5;8;8;34
0;150;5;40;;;3;;73;10;6;10;10;6;4;2;9;9;66
1;161;5;84;828116;73217;3;0;73;10;10;10;10;6;4;2;2;2;64
0;1089;1;12;100000;;3;1;73;10;10;10;10;6;4;5;2;2;57
1;8530;1;40;;;13;1;73;7;7;7;7;4;4;6;8;2;59
1;2511;5;48;98;73675;3;1;73;6;10;6;8;4;4;6;1;1;60
0;4724;3;4;0;73001;3;1;73;8;7;6;8;6;4;3;3;1;76
0;8610;4;48;;;9;2;17;8;9;7;7;4;3;6;10;2;24
1;1410;1;46;2000000;;10;5;17;8;8;8;9;4;1;6;3;4;53
1;8424;5;48;4000000;;11;4;17;6;5;6;7;4;3;2;2;8;40
1;6424;5;30;4000000;;11;4;17;9;8;10;10;4;3;6;2;2;44
2;8424;4;40;;11001;10;3;17;10;10;10;8;4;1;5;4;4;52
1;6511;3;40;;;7;3;17;8;10;10;10;4;3;6;3;6;52
2;5630;5;4;98;76736;3;5;66;9;9;9;10;2;2;6;2;1;71
0;7310;11;48;;63001;5;3;66;5;5;7;10;4;3;5;1;1;38
2;1081;5;48;;;3;4;66;8;8;8;9;4;3;6;1;1;68
0;2920;3;48;;;9;5;66;9;9;9;10;4;1;6;3;3;34
2;1811;1;48;;;7;2;05;7;8;10;8;4;2;6;2;4;30
2;1410;2;48;;5887;7;3;05;9;9;9;8;4;2;6;2;2;57
1;1410;11;48;500000;5665;5;2;05;5;6;6;8;6;2;2;2;2;27
1;4752;3;48;;;9;3;05;7;9;8;8;4;1;1;5;8;28
3;122;11;48;;5659;5;1;05;7;6;9;10;7;3;2;4;10;34
2;8530;2;30;;27099;12;1;05;8;10;10;7;4;3;4;9;2;44
0;8530;11;40;;27001;5;1;05;6;10;10;10;6;4;4;10;10;55
0;122;9;48;;23001;4;1;05;0;0;5;7;6;4;5;10;10;50
2;9700;3;30;;20001;3;1;05;5;10;10;8;6;3;5;10;10;55
3;3600;7;48;;5490;4;1;05;6;6;8;7;6;3;2;10;10;45
1;8412;11;48;;5847;5;1;05;4;6;8;6;6;4;2;1;1;56
0;8020;1;11;1200000;27001;3;1;05;7;5;10;7;7;4;5;9;9;37
1;4220;11;48;;;5;1;05;5;10;7;5;6;4;2;1;1;34
2;4711;5;98;500000;5034;3;1;05;5;7;5;2;6;4;2;1;1;46
1;8411;1;24;;27800;3;1;05;6;9;5;10;6;4;4;9;4;56
1;9700;3;8;;;3;1;05;3;4;3;7;6;4;5;1;10;37
1;4775;8;60;300000;;4;3;05;7;7;8;10;4;1;4;1;1;51
2;4755;11;70;1200000;5697;5;3;05;6;10;7;7;4;1;6;1;1;40
0;4771;6;48;828000;5282;11;3;05;8;10;9;9;4;2;6;2;2;61
1;4771;11;70;300000;;5;3;05;0;10;5;5;4;1;6;4;10;55
0;8621;6;48;2500000;11001;11;2;81;8;7;8;7;4;2;5;1;1;31
1;4541;3;48;600000;;9;2;81;9;9;9;9;4;4;5;4;4;56
2;4921;11;40;;54418;5;1;81;0;8;10;8;4;4;4;1;1;49
1;5611;5;14;380000;81736;3;1;81;1;2;1;3;4;4;4;10;2;43
1;9522;2;40;100000;;3;2;81;3;4;2;5;6;4;2;1;10;65
1;4711;2;48;;41001;9;2;81;3;9;4;6;6;4;4;6;3;32
2;1089;5;12;;;3;2;81;3;5;7;6;4;4;1;10;1;22
1;4731;7;64;1600000;;4;1;81;8;10;10;10;6;3;2;1;1;29
2;2511;11;48;;50573;5;1;81;9;9;9;9;4;5;2;9;10;33
3;8890;1;48;500000;81220;3;1;81;4;5;4;6;4;4;2;10;10;46
2;8559;5;48;;;11;1;81;99;8;1;7;4;4;6;10;9;38
0;161;6;36;;;4;1;81;7;5;8;7;7;4;4;10;10;78
2;4210;11;48;345000;5129;5;1;81;7;9;8;8;6;4;2;2;2;33
1;5619;5;4;98;47555;3;1;81;3;7;6;10;7;4;2;1;2;62
1;161;5;12;;;3;1;81;9;9;10;10;6;4;1;10;1;33
2;161;11;40;200000;;5;1;81;8;10;10;10;6;4;6;1;1;40
1;8610;10;30;;;5;1;81;6;10;10;7;6;4;6;9;3;36
2;4921;5;8;100000;47245;3;1;81;8;9;9;9;6;4;2;1;10;42
3;4921;5;48;400000;;3;1;81;7;10;6;8;6;4;2;10;10;32
0;4111;11;48;300000;;5;1;81;5;10;0;3;6;4;2;1;10;20
3;2100;10;21;;91540;5;1;91;6;10;6;10;6;4;2;1;1;33
2;4752;11;60;6000000;;5;1;91;8;7;10;10;4;4;2;2;2;39
1;4723;11;8;1000000;;5;2;91;8;10;8;7;6;4;2;10;10;49
2;4773;11;3;300000;;5;2;91;8;8;5;10;4;4;2;10;2;38
2;4729;5;25;400000;5756;3;2;91;5;5;4;10;6;4;2;9;9;74
2;2399;11;36;1500000;;5;1;91;8;8;10;10;6;4;2;9;9;47
0;5630;3;60;700000;;3;1;91;8;9;7;7;6;4;2;10;9;55
3;8423;1;84;;;7;2;91;10;9;10;10;6;4;6;3;3;40
1;8530;5;40;486000;;3;1;91;5;6;7;8;4;4;4;2;1;58
0;7500;5;48;;;11;2;91;8;9;10;10;4;4;1;3;4;34
1;8890;5;60;;;11;;91;8;8;8;9;2;4;5;2;2;40
2;8413;5;40;;;11;2;91;10;10;10;10;4;4;6;2;2;41
3;8544;5;48;;;3;1;91;10;10;10;10;4;4;3;9;9;53
1;113;5;40;100000;;3;1;91;6;7;8;7;5;4;6;10;10;69
1;4921;10;66;900000;;5;;91;6;5;7;6;7;4;2;2;2;22
3;8530;5;36;;;11;2;91;10;8;10;10;4;4;6;1;1;62
1;4321;9;40;1200000;25290;4;1;97;7;5;10;8;5;4;2;2;2;55
1;4921;2;70;0;;7;1;97;5;8;6;6;7;4;2;1;10;31
0;4912;9;25;800000;5045;4;1;97;7;9;8;8;2;4;2;10;2;42
1;4921;5;40;1500000;25815;3;1;97;5;8;8;4;5;4;2;10;3;46
1;4921;11;40;600000;81794;5;1;97;10;10;10;10;6;4;2;2;9;57
1;8530;5;40;;68547;11;1;97;8;9;9;10;6;4;6;8;8;51
4;2511;6;12;;;4;1;97;4;5;5;5;5;4;2;10;1;24
0;4921;7;15;250000;;4;1;97;5;6;5;7;7;4;5;3;1;40
1;8890;5;8;3400000;;11;1;97;10;8;10;7;4;4;2;8;8;45
0;8523;1;43;;15759;13;1;97;8;8;8;9;4;4;5;1;4;45
2;4111;11;60;;;5;;97;7;7;7;8;5;4;2;1;1;36
0;9700;5;7;;;3;1;97;6;6;6;7;5;4;4;1;1;52
0;4111;5;40;400000;;3;1;97;10;10;10;9;6;4;5;9;9;57
0;8121;11;8;500000;5321;5;1;97;8;8;8;6;5;4;5;1;1;59
2;4921;5;5;800000;25151;3;1;97;6;6;6;5;5;4;2;10;10;42
2;5611;6;56;300000;;4;1;97;7;8;7;7;5;4;4;1;1;44
1;8530;11;40;;97161;5;1;97;4;7;7;7;4;4;2;1;1;51
5;9329;8;40;;;4;1;97;5;10;9;8;5;4;2;10;10;37
5;8121;5;7;;;3;1;97;6;6;6;4;6;4;2;10;10;48
0;8411;11;40;;;5;1;97;5;7;10;8;6;4;5;10;10;52
0;4711;5;70;1000000;73268;3;1;97;10;10;10;10;6;4;4;9;9;61
0;9529;3;25;200000;;3;1;97;9;9;9;10;6;4;2;9;9;55
0;8415;1;40;;;13;1;97;10;10;10;10;4;4;5;4;6;33
1;8413;1;40;;73270;13;1;97;10;8;10;10;4;4;2;10;10;61
1;9700;9;10;;;4;1;97;3;7;3;4;5;4;5;9;1;20
4;4542;10;42;1500000;;5;1;97;8;8;7;8;5;4;2;1;1;45
1;8413;1;8;;68780;7;1;97;6;6;6;8;4;4;6;10;10;28
1;9700;11;40;;54385;5;1;97;5;5;9;10;6;4;4;1;1;52
1;8511;1;40;;;13;1;97;5;5;6;7;5;4;2;1;9;47
1;4921;7;8;40000;;4;0;97;5;6;5;5;2;4;2;10;10;54
0;8530;5;40;;27001;11;1;97;10;8;8;10;6;4;4;8;8;54
1;4711;11;50;3000000;;5;1;97;8;8;8;7;5;4;2;1;1;35
0;8530;5;40;;8001;11;1;97;8;7;9;7;6;4;2;8;8;35
0;8530;11;40;;5001;5;1;97;8;8;10;8;6;4;5;2;2;58
1;8530;5;40;;8001;11;1;97;8;9;10;10;6;4;5;8;8;28
0;8530;1;40;;;13;1;97;10;6;10;10;6;4;5;1;10;58
0;8530;1;40;;17777;13;1;97;4;10;9;9;6;4;4;2;2;51
2;5630;11;8;1000000;;5;1;97;7;6;6;6;2;4;5;2;1;46
0;8530;6;40;;23001;11;1;97;9;9;9;10;5;4;2;2;2;42
3;811;5;40;820000;;3;1;97;7;8;8;8;5;4;2;10;10;51
1;8610;6;56;;68179;11;1;97;7;7;7;8;4;4;6;4;4;64
5;4111;9;46;;;4;1;97;7;7;7;7;6;4;2;2;2;38
2;8413;11;8;;;5;0;97;7;7;8;8;6;4;4;2;2;42
1;8412;11;40;;;5;1;97;8;7;8;8;4;4;2;2;2;61
1;8412;11;40;;;5;1;97;4;8;8;7;6;4;5;10;10;54
1;4724;11;40;1000000;;5;1;97;5;7;6;8;6;4;5;10;4;38
0;4723;4;84;;68720;3;1;97;7;6;7;8;2;4;5;10;10;47
0;9491;5;84;500000;;11;1;99;5;8;10;10;4;4;6;8;2;56
0;4771;2;15;;;9;1;99;4;8;2;6;6;4;1;6;4;24
0;4111;2;8;50000;;3;1;99;99;10;10;7;4;4;2;2;10;50
0;4329;5;56;1000000;95025;3;1;95;6;9;9;4;6;3;5;10;10;44
3;8412;5;40;;63130;3;1;95;5;3;7;5;4;4;2;1;1;45
1;4921;11;92;800000;19450;5;2;95;6;10;10;6;6;4;6;1;1;51
0;161;3;3;40000;25053;3;1;95;10;9;9;10;6;4;2;1;1;69
1;8010;5;77;580000;73873;3;1;95;10;5;10;10;6;4;2;2;2;39
0;5511;5;48;;17042;3;1;95;5;8;9;9;6;4;5;1;1;45
1;5611;2;63;;;7;1;95;7;10;5;7;4;4;2;4;2;19
2;9602;7;12;200000;66001;4;2;95;5;10;6;10;6;3;6;1;4;35
1;3830;3;21;156000;50313;3;1;95;4;6;6;6;6;4;6;10;10;54
0;9492;3;15;;68077;7;1;95;5;5;4;6;4;4;5;1;4;29
0;8423;3;42;;11001;7;1;95;8;8;9;8;4;3;5;10;10;23
0;4729;6;48;;;4;1;95;8;10;10;8;6;4;1;1;1;26
1;4111;7;56;;5591;4;1;95;4;7;6;7;6;4;6;10;10;44
0;5630;8;48;250000;17042;4;1;95;7;5;6;9;4;4;2;9;9;69
1;4210;11;10;;;5;1;95;6;10;10;5;4;4;1;4;2;23
2;113;4;36;850000;68773;3;2;95;8;9;8;8;4;4;2;1;1;50
0;4923;5;50;400000;;3;1;95;10;5;5;5;2;4;2;1;1;38
2;8511;2;48;1250000;;7;1;95;6;3;8;5;6;3;4;9;9;39
3;122;5;24;400000;;3;1;95;5;8;6;5;2;4;6;1;1;42
0;8890;5;40;;95001;11;2;95;9;9;9;9;4;4;5;1;1;28
0;8622;11;12;800000;73283;5;2;95;4;6;4;3;4;4;3;1;1;64
0;8621;5;44;;95001;11;2;95;7;8;9;8;4;4;5;4;4;27
1;8413;5;40;;17444;3;1;95;5;9;9;10;6;4;6;1;1;65
0;4792;4;12;500000;25307;3;2;95;5;6;5;6;6;5;3;2;2;69
1;9499;3;70;1500000;13655;9;1;95;9;8;8;7;6;4;1;1;1;27
0;8424;5;40;;50001;11;1;95;9;9;9;10;6;4;6;4;4;47
0;8412;2;72;500000;76001;9;1;95;7;8;8;5;6;4;5;3;4;22
0;8423;11;72;500000;85440;5;1;95;4;10;9;4;6;4;5;1;2;23
0;8423;2;40;1000000;;7;1;95;5;8;10;7;6;4;5;3;1;22
1;5611;8;30;150000;;4;1;95;7;7;6;6;2;4;2;10;1;20
2;5611;7;112;300000;25875;4;2;95;10;10;10;10;4;4;6;10;10;36
0;4773;5;84;1000000;13030;11;2;95;5;7;7;4;4;4;4;3;3;38
2;5619;5;30;300000;15480;3;1;95;5;6;6;7;2;4;4;1;1;50
0;4711;3;56;400000;18029;3;1;95;5;6;6;7;5;4;4;1;1;73
0;4719;2;70;1500000;50001;3;2;95;9;9;9;9;4;4;4;2;2;47
1;111;7;36;0;5647;4;2;95;0;9;5;8;6;4;6;1;1;67
0;8412;1;48;;95001;13;1;95;6;9;9;8;4;4;5;1;2;26
0;141;11;60;2500000;54223;5;2;95;8;8;10;8;4;1;2;2;3;46
0;9700;5;24;;15667;3;1;95;6;6;6;6;4;4;3;1;1;69
2;4754;9;84;3500000;50223;4;2;95;9;8;8;8;4;4;6;1;4;36
2;161;2;42;75000;68397;3;1;95;9;8;9;7;6;4;2;1;1;39
3;8291;2;40;;50001;7;1;95;8;8;8;8;6;4;6;1;1;28
1;3513;11;48;;;5;1;95;10;10;10;10;4;4;2;2;9;37
1;4620;2;60;600000;15667;3;1;95;7;7;5;7;4;4;1;10;9;39
3;141;2;40;1200000;73461;3;1;95;7;8;7;8;6;4;2;1;9;38
1;121;11;66;230000;76001;5;1;95;3;0;10;5;5;4;6;1;3;37
2;4773;11;52;3000000;63130;5;1;95;8;5;8;7;4;1;2;1;1;48
0;8423;2;72;500000;;7;2;95;6;7;6;6;6;4;2;8;6;24
0;161;3;20;150000;15667;3;1;95;8;7;8;10;6;4;4;9;9;62
0;8412;5;45;;25438;11;1;95;7;8;8;8;4;4;5;1;1;35
0;4542;10;5;;;5;1;95;8;8;8;10;5;4;5;9;9;18
1;161;1;42;700000;73043;3;1;95;5;5;6;6;5;4;2;1;1;38
0;8511;3;40;;50689;7;;95;8;9;10;7;5;4;5;2;2;46
0;4111;9;48;800000;68081;4;1;95;3;7;4;6;4;3;6;2;2;54
0;4111;6;42;700000;;4;1;95;5;8;5;6;4;4;5;1;1;21
1;141;5;70;1000000;50001;3;9;95;5;1;8;10;6;4;6;2;1;38
0;322;5;14;0;19821;3;1;95;7;8;6;3;6;4;6;2;2;60
2;141;3;48;;25885;3;1;95;5;8;8;10;5;4;2;10;10;36
1;161;5;56;400000;25290;3;1;95;7;10;8;7;7;4;2;10;1;34
0;161;1;24;100000;25805;3;1;95;4;5;6;7;5;4;6;9;9;70
0;111;1;50;1000000;81220;13;2;95;4;8;7;8;4;4;2;1;1;53
2;141;5;49;300000;;3;;95;6;8;8;7;6;4;6;10;9;35
0;4542;1;63;600000;50006;3;1;95;8;7;8;6;6;4;2;9;9;50
1;5630;6;10;;;4;2;95;8;8;7;9;6;4;2;2;2;31
2;8121;4;16;30000;;3;1;95;5;3;5;7;6;4;6;1;1;41
2;4781;6;70;300000;73268;4;1;95;8;8;8;7;6;4;6;10;1;36
1;145;3;18;200000;76041;3;0;95;4;1;5;6;6;4;6;1;1;59
0;145;3;14;350000;66318;3;1;95;7;6;8;3;6;4;2;1;1;63
0;4620;3;9;200000;15425;3;1;95;5;7;6;5;6;4;5;1;1;51
0;144;5;48;0;15135;3;1;95;6;9;9;9;7;4;6;10;1;69
0;161;3;5;;15135;3;1;95;9;9;9;10;4;4;6;1;10;61
3;161;10;8;300000;15660;5;1;95;7;8;8;8;6;4;6;10;10;59
0;5630;5;21;0;;3;1;95;6;8;8;8;7;4;4;10;10;39
2;161;11;48;850000;99001;5;1;95;7;10;9;6;4;4;6;3;9;25
1;141;1;25;300000;68167;3;1;95;6;6;6;7;6;4;6;9;9;70
1;5629;8;75;;50313;4;1;95;8;8;8;7;7;4;2;10;9;58
0;141;5;70;;95025;3;1;95;5;9;6;10;6;4;6;9;3;44
1;161;8;50;;63130;4;3;95;5;3;10;9;3;3;2;9;4;35
3;113;5;45;0;73861;3;1;95;1;9;7;7;7;4;6;10;10;55
1;141;8;42;;;4;0;95;5;5;5;5;7;4;1;1;9;25
0;8423;5;56;;;11;1;95;5;8;7;7;6;4;5;1;2;34
0;141;3;64;300000;50606;3;1;95;7;5;8;6;6;4;2;10;10;58
0;113;4;50;;41001;3;2;95;10;3;9;6;4;4;3;9;1;66
0;4711;1;120;;25438;7;;95;8;9;7;7;6;4;5;1;1;24
4;161;2;40;500000;;3;1;95;8;8;9;9;6;4;6;9;10;39
1;4111;2;40;98;;3;1;95;9;8;8;9;6;4;2;1;1;54
1;122;5;30;0;25148;3;1;95;9;8;8;7;6;4;2;1;10;63
2;8423;11;91;;;5;1;95;10;10;10;10;6;4;1;8;6;35
0;111;3;16;;68298;3;1;95;3;3;5;6;7;4;4;2;9;55
1;2393;3;48;;23855;9;2;13;6;10;9;7;4;3;2;2;2;42
1;4724;1;48;;;7;2;13;8;10;8;7;4;2;2;10;10;25
0;4752;3;18;;;3;2;13;10;10;10;10;4;3;2;2;2;39
1;4111;11;54;500000;5045;5;1;13;6;4;6;5;6;3;2;4;3;50
1;6820;11;42;0;8001;5;1;13;8;10;10;10;6;3;6;2;3;48
2;4771;3;50;;;7;1;13;7;9;9;8;4;3;2;10;6;33
0;4921;2;68;;;8;1;13;8;8;8;10;6;3;6;4;3;27
1;9511;2;8;98;13140;7;3;13;10;10;10;10;4;3;2;3;3;35
0;8530;6;40;;;11;3;13;9;9;9;9;4;1;4;2;2;59
1;2229;11;48;;;5;1;13;5;7;8;8;4;1;2;3;9;31
0;4921;11;50;400000;;5;1;13;7;9;6;7;6;3;1;2;3;24
1;8610;7;40;;13244;4;1;13;9;9;9;8;4;3;4;2;2;51
2;312;11;49;120000;;5;1;13;5;6;6;6;4;3;2;2;9;41
2;9602;10;1;98;;5;1;13;10;10;4;10;7;3;2;2;2;20
0;311;8;30;1000000;;4;1;13;6;10;10;9;4;3;2;3;3;55
0;7729;6;36;400000;;4;1;13;4;9;10;10;4;3;4;3;10;60
1;4921;5;20;;;3;0;13;4;9;7;6;6;3;2;3;2;28
3;5611;11;35;;;5;1;13;3;7;7;8;6;3;2;10;9;49
0;8890;7;5;800000;;4;1;13;6;6;6;7;6;3;5;2;2;65
1;4781;5;18;98;;3;1;13;3;8;3;7;6;3;2;2;1;52
0;4210;11;15;0;;5;1;13;5;10;8;7;6;3;4;2;3;25
3;6190;9;10;98;;4;1;13;6;9;6;8;6;3;2;2;2;32
1;9700;5;8;300000;;3;1;13;5;10;7;10;4;3;4;2;10;34
3;5511;12;8;;;5;1;13;8;10;8;10;4;3;6;10;2;25
1;9329;2;56;500000;13001;7;2;13;9;8;7;10;4;1;2;4;3;41
2;9700;11;42;;44430;5;2;44;6;8;6;10;6;3;4;10;1;32
0;8423;11;48;;44430;5;2;44;7;10;7;10;4;1;5;4;2;27
3;7020;2;16;826116;;12;2;44;7;9;8;8;4;3;2;2;10;44
3;1081;7;27;200000;70523;4;1;70;9;9;9;8;6;3;6;1;1;48
3;4111;2;10;600000;70771;3;1;70;2;6;4;10;4;3;4;9;1;61
2;9700;11;30;;;5;0;70;6;7;7;8;6;4;4;2;1;47
3;5619;8;60;250000;23466;4;1;70;10;10;10;10;4;1;6;1;2;37
2;8412;2;48;;70713;7;1;70;8;8;9;8;4;3;6;1;1;67
0;4111;4;48;600000;;3;0;70;4;5;5;8;6;3;3;9;9;67
1;4542;3;48;1500000;;3;1;70;10;9;9;10;4;3;6;10;8;70
2;6499;11;8;826000;;5;2;70;7;9;3;7;4;1;2;8;4;29
2;4923;11;10;;23660;5;1;70;10;10;10;8;4;1;2;8;10;40
2;4111;6;11;2200000;23419;4;1;70;8;7;9;8;4;1;2;9;9;71
3;8412;5;48;;;11;1;70;9;10;10;10;4;3;2;2;3;35
0;4663;11;8;15000000;13001;5;1;70;8;10;9;6;4;1;6;4;6;51
2;4921;11;14;860000;;5;1;70;5;5;5;5;4;1;2;9;9;44
0;8621;2;12;800000;23182;7;1;70;7;10;7;7;4;1;5;4;4;46
2;8412;5;48;;70708;11;2;70;6;8;7;7;4;1;6;4;4;45
2;3811;11;8;;23068;5;1;70;5;10;7;6;4;1;2;10;10;53
2;6412;5;48;;;11;1;70;9;7;9;10;4;3;6;2;2;36
2;5630;5;112;2000000;;3;2;70;5;6;7;7;4;1;2;2;2;48
3;8610;5;63;;13001;11;2;70;8;10;8;8;4;1;6;6;4;34
5;4921;11;12;1300000;;5;1;70;4;10;7;10;4;1;2;4;9;35
3;4754;11;60;;20001;5;2;70;7;8;10;8;4;1;6;9;10;58
0;8413;1;40;;70204;13;2;70;7;7;6;6;4;1;5;4;4;45
1;7210;2;32;3500000;70678;12;2;70;8;10;9;10;4;1;2;2;2;46
4;4921;1;60;300000;;7;1;70;8;6;6;5;7;4;2;1;1;29
2;4921;2;5;100000;27800;3;1;70;0;0;0;0;6;3;6;9;9;48
0;4799;5;21;200000;23068;3;1;70;7;7;9;8;6;3;2;2;2;35
1;5224;6;45;350000;13654;4;1;70;6;5;6;5;6;3;2;1;1;22
2;9700;11;15;;;5;1;70;5;8;7;8;6;3;4;1;9;35
4;9700;5;60;350000;13006;3;1;70;9;10;6;10;6;3;2;9;1;34
0;4111;2;63;;70418;7;1;70;4;10;7;8;6;3;4;2;2;36
2;111;3;56;0;70678;3;1;70;4;5;4;5;6;3;2;10;9;74
2;9200;4;70;560000;23660;3;2;70;6;6;5;7;6;3;2;9;9;77
0;4723;11;42;;;5;1;70;6;8;8;7;6;4;2;3;9;56
0;4921;5;60;300000;70678;3;1;70;5;7;6;7;6;6;4;1;9;58
2;1104;11;40;550000;;5;1;70;0;10;0;6;6;6;6;4;2;28
4;4723;5;35;400000;;3;1;70;7;10;10;9;6;6;6;10;9;48
1;7310;11;10;75000;47001;5;1;70;7;9;8;5;6;4;2;1;4;40
2;5619;9;42;320000;;4;1;70;5;7;4;5;6;4;2;9;9;49
0;4210;6;54;;;4;1;70;5;5;3;8;4;3;5;1;9;41
0;4921;8;42;200000;;4;1;70;4;10;5;5;4;3;5;1;1;53
0;1410;7;5;300000;;4;1;70;5;7;5;5;6;4;6;9;9;61
0;4921;5;24;200000;;3;1;70;4;9;9;5;6;4;5;9;1;49
4;1011;2;14;350000;;3;1;70;9;10;9;9;6;4;2;1;1;38
1;9602;6;9;300000;;4;1;70;9;10;9;8;6;3;4;10;2;50
1;8010;6;48;;;4;2;20;5;5;10;8;4;1;2;3;2;56
2;4711;5;56;;8001;3;2;20;3;7;8;9;4;3;6;4;1;42
2;811;2;48;;;7;2;20;9;10;9;6;4;3;1;2;4;38
0;4723;5;48;;;11;2;20;8;10;8;10;4;1;6;10;10;27
1;4631;7;9;98;;4;1;20;4;4;5;8;4;3;2;3;10;27
2;4921;6;60;700000;47555;4;2;20;0;5;5;10;4;3;6;9;3;42
0;8413;11;84;;;5;2;20;3;10;0;10;6;3;6;10;10;51
0;7310;4;48;900000;;9;3;20;10;7;10;10;4;3;6;4;4;33
0;4772;5;3;500000;44035;3;3;20;0;10;5;10;4;3;5;10;10;58
2;8610;5;48;;;11;2;20;10;10;10;8;4;3;4;2;10;38
2;6910;5;5;98;;10;3;20;7;9;8;10;6;3;6;10;10;58
1;4111;11;48;1200000;;5;2;20;7;10;7;10;6;1;6;10;10;49
2;8530;3;45;;;9;2;20;10;8;10;8;4;3;5;2;1;44
0;8610;5;48;;20238;11;2;20;10;10;9;9;4;3;5;2;2;49
1;3312;3;80;850000;20013;7;2;20;10;10;10;9;4;3;2;10;4;29
0;1089;11;30;99;;5;2;20;0;10;5;10;6;3;1;1;1;26
1;9700;11;48;;20013;5;2;20;8;10;7;8;4;3;4;3;1;32
1;8544;1;60;;;13;1;20;6;6;8;5;4;1;6;2;4;40
0;4752;5;48;;68001;11;2;20;6;10;6;6;4;1;5;4;4;27
2;8423;2;112;;47318;10;2;20;9;10;10;8;4;1;6;10;2;37
2;610;2;48;;68615;3;1;20;8;9;7;8;6;3;2;9;2;48
1;4921;3;60;500000;;3;2;20;5;8;5;7;4;3;2;1;10;60
1;9609;8;40;300000;20001;4;2;20;6;7;7;8;4;3;4;10;2;42
2;1410;11;20;50000;;5;1;20;7;9;7;7;6;3;5;10;4;35
3;4111;4;48;210000;20238;3;1;20;6;8;6;7;6;4;2;1;1;50
1;4520;11;40;800000;;5;1;20;6;7;8;9;6;3;2;9;1;56
2;9200;4;54;150000;;3;2;20;99;8;0;10;6;3;3;1;1;74
0;5611;8;12;300000;20013;4;2;20;6;8;8;9;6;3;4;1;9;56
0;8610;3;40;;;7;2;20;7;9;9;8;4;3;2;10;10;50
3;5611;1;40;800000;20045;7;2;20;5;5;5;5;6;3;2;3;3;40
1;4111;3;49;1400000;47692;3;1;20;10;10;10;10;6;4;1;10;1;42
2;4921;11;70;600000;;5;0;20;6;9;4;6;7;3;2;1;1;33
3;1410;11;48;650000;;5;1;20;4;8;6;5;6;3;3;1;1;42
4;9601;5;20;120000;13300;3;1;20;3;9;4;8;6;3;2;10;9;44
3;9200;8;70;600000;;4;1;20;6;10;7;10;6;3;4;10;10;49
0;9700;5;18;200000;;3;2;20;8;5;8;10;6;3;4;10;10;61
0;4771;11;40;300000;47189;5;2;20;6;8;8;10;4;3;4;1;2;50
2;8010;5;72;;20295;3;2;20;10;7;10;10;4;3;6;10;9;66
0;9700;2;36;;20175;3;2;20;8;8;6;8;6;3;4;4;4;60
2;4921;11;30;500000;;5;1;20;7;9;6;8;4;3;2;1;1;27
2;4631;5;48;;;3;6;11;6;5;6;7;6;2;2;1;1;36
2;141;5;48;;25718;3;1;11;10;8;10;7;4;3;6;2;2;49
0;161;2;48;;25317;9;6;11;8;9;9;10;6;3;5;9;2;42
